"HolderAddress","Balance","PendingBalanceUpdate"
"0x81d98b0d2174bb70186dc6cbe63a8d70fe8f2d59","6.8293040883807E-05","No"
"0xfe84e55db41d6ce8e5e9add5d2c75a09035d3671","400.630624008523","No"
"0xe946317746782a83fe26cf1dc71065315796e268","260.997470963238","No"
"0x0ef01261dcecd6176d09a08c5d6e159b72658559","3107.17547358139","No"
"0x8df32856468fb20ebe939dc7c9f2ee26cd205ca3","25164.754","No"
"0xeba0b16cafa8048a4153a829dcf25e932f9aff2d","109.345765964731","No"
"0xed8b951463de0f10ff74cacfac612526417a9d16","1768.78230558823","No"
"0x42b6f5268d449da2f638fbab973221048c75b1e5","0.00955674639784234","No"
"0x53d06092694f3776457b9e9ac500b8e3e0fe5f59","8.0119122459455","No"
"0xfaa38fee616ea2c8d7c6a3a356e6b8b3fc22d006","0.647572061301491","No"
"0x513c92d02a5c7a67b8564bb95cec57b16650b00a","100","No"
"0x3246c8743bf3ba7f06ae26ce4a0b05d820c20f90","500","No"
"0x7dc47c427f6067d45473c7962bae93bf6b2bbd45","354.2266","No"
"0x4074d0d9e785c0346b8fb830357cdaa06eb90ceb","131.556061786803","No"
"0xc85132ce1ee5d433de8fea18a70f5edff409df30","747.067609313844","No"
"0x8d452c1f4bae385b13933c83ecff70d74229915f","4.78360473983392","No"
"0xb13215a6249f8555c5bf3f9cb3b950cb285b1c25","208.927656572186","No"
"0x6f6a89a66ad2de099ffb222e56afb4ec3570ec12","302.540269041683","No"
"0x2cbe1408b735a0d90b5d5c3efb4acbd44b233dcc","767.48059514672","No"
"0xe1c9a817cd957c9880494625895bba3b8fe9f031","470","No"
"0x86487ad5a0c17af6cb2dd6dbcbbd88028711071b","125","No"
"0xe132350a0369b84d0e80f1987b83dd14c1367648","1521.59858900387","No"
"0xc65e7d681886b3c9e334ad3f6c0a9ba151d0e10d","795.201295436245","No"
"0xf3fb5340440c603d86a01ff03a85e79d9073904d","100","No"
"0x5b1ca403891fe5d94c460b63a0f1c2f4aef6f0fd","0.826608117824152","No"
"0x238dd39208fe325be85f337411e1e96667e88edb","441.720877742536","No"
"0x36b6eedd2d90175d5d3d9e7c70cbb6e00a402811","1.54475164960113","No"
"0xe775f37efe72d5a695b23e6ea7769f98cfbfaeb4","10","No"
"0x3815f50d32156f80fbc245e67dd7666aa50e11dc","407.109265010841","No"
"0xcf015eab0c39e830dd62538c8d83c70c48012829","7E-08","No"
"0x6ff31e03f79e802c290b9afc700587246875d67d","100.900803003579","No"
"0xd69f0cbda65dfb9b924c562f8dc58edc2acb45bf","25000","No"
"0x9fd5f6ccb034bbac4c8add71427643f678c4e8bd","30657.369987532","No"
"0x09c8d7cc2fdcf601c59f32df201a4708baaa4af2","0.000546635179170876","No"
"0x00000000acd5ca17eee6d92d9ca121543126cce1","1E-18","No"
"0x36521e9f351176566da08d53deea8a8e8b8ab9b4","2031.0720211663","No"
"0xfd1e27821d089537ba4046cfe4926138e87b495b","4.1615E-14","No"
"0xe4c06056be9db1928c11248a9bd898e53a41140c","9.34E-16","No"
"0x9421e4f94cfd6df9da1bda73ba524fbb4fd549fb","771.3","No"
"0xc8964489c0034afbdc1eaeb616429e2ee2caec62","1312.20117197558","No"
"0x6d62c6919d3bf71c0690442ab4051ce366638209","500","No"
"0x16f5172e31f2d48f7d8e571b9a1a0c1c7f32d979","1000","No"
"0xdc9d64cd572b2b43bff3a407537395aa725203e4","514.709575271594","No"
"0x346dfbfaf04f40a7f4d327a4935ee98a5bdbd478","1.30328020502316","No"
"0xc2034b7a703f2c50c6cb5803bcf11a045980b2e2","0.00439094505113499","No"
"0x586e10e0c4ef501f71f96635d131d6c44b220b14","1.443E-15","No"
"0x4948293ba5159fbda021eaa67efce724191d4bbe","0.0168519451930036","No"
"0xb83685e358c1cbab2b6ba963d1c2b6b48c4a0e2c","135.26967526727","No"
"0x4831b5ca6e51a433c63f6e0586b9b6c12b786164","260.347925834529","No"
"0xe2cd9bb811448f64b37146f37988d9a6c99ca364","90","No"
"0x6bf62dad62053eb6a02451bccf78e252c1388685","2.419E-15","No"
"0x3911a5afdd3bb6c3c1fbf13c85ef035aa3993be3","190","No"
"0xa779fa06638a1d3e71a9d673adae2fe32aaf6f7a","58.0507471703936","No"
"0xdf62b32d5238d3e5cd12086baf64660a6749a443","8.29480140373E-05","No"
"0x38e715b200d1b74de2db2670f417a61f04fb0890","3510.60746196332","No"
"0x169a282635954e43d7eaef7e328eb619b0d388e8","0.468793116762875","No"
"0x95deb48fea6d7f5c639d16747496640e79ce69c8","280","No"
"0x8a89e9ae83f63752cf94dcffcf1c5149b42b75dc","151.104511112472","No"
"0x302c2bcd80ea8d58a3d4341fb10918c18a235c23","360.299483521512","No"
"0xb3c29be9ba57903fea6f7dc969f288d438dd7098","9.1953318963413E-05","No"
"0xc108b3693f9cc66701acfb7779118ebbf2d90d0e","274.116277253711","No"
"0x25877c55fcad852319fb2e9fe20e9fc8584ce814","2958.7103","No"
"0x3cbbefd8baf9d268bcbc846b51df1e390efa5f5c","0.000966612599894023","No"
"0x390321c81a7d40788fa54457de199d9e4fdbeac4","500","No"
"0x1c6413d1d18c2bc0115e97bdec68bf1a8e81116c","1077.59754542155","No"
"0x0e55e8d5e21dc367b17d434e397a976e81138a84","433.880995950707","No"
"0xe9ea9bc53afa54e625351be9b0c2ba8907bfac66","87.3806945352833","No"
"0xcf6b8a78f5ddf39312d98aa138ea2a29e5ad851f","65.1706996437943","No"
"0xae6e70be3a6c8c5f0b9776f85f524cbb834d2cc4","6.37349478713E-06","No"
"0x6aa7ee5b0e557d50382a6d18b5e5f0c7eecbffb4","366.493","No"
"0xe304666cbbf6f836fb97f235999b17352b74cac7","1327.51758938606","No"
"0xe7bfe9b78d32469796deb029b2bea3d68773aec4","300","No"
"0xdfa7d985aa3c73e6cd87cc088943627427c56c9e","212.289379380094","No"
"0xeb054f45bd48b7f73f13df8f95950edb87795187","10","No"
"0x339010b2d5591a1e4e8d37db83b76b2cce3c1607","1314.22390882066","No"
"0x1384a5b204b81b53ed0f2a7478feeda2f9ae2616","62","No"
"0x27b09d167d8ed88563d81ed766cbd280c8b434c5","0.835632851951826","No"
"0x87bcb714eff94d8bebcb0fb9ed933e4753aaaad7","37","No"
"0x723d574cd9e20bf549049784b025d812fc9358f2","2.74707265","No"
"0xc1600530cf03a3b4a8bf4acaf7bd3d08e4ab8e8d","1008.53339891682","No"
"0xb0d9c76f639690f31f910fbbd655100e01896fd8","14.8","No"
"0x8f83cbfc5b0a3aa8e0445df1956614465fbfd648","0.094","No"
"0x247b782747a157c0511782ecc0ea6834771060c7","1009.86533084803","No"
"0x9fd1f108a43e1739c2f08628d1d22dc0dd48d36c","176","No"
"0xdae2aeb0de09c5c5c43550b881c22691faac74eb","16.97","No"
"0x998c1f93bcdb6ff23c10d0dc924728b73be2ff9f","642.377469373022","No"
"0xa2bf73f3d26f960af08f9ca5c78b522e7c9c220f","5.166014121577E-06","No"
"0xfd4c5bde8b9fc4cda62e2d35d7b06144c5a2b30c","601.081287617792","No"
"0xfc7ad3d0cd04ea5ee8da33151283725355574338","0.000548194003797079","No"
"0xc95ca36c7bf43085e80524a1c904013b4dc53597","50","No"
"0x968b7f44e52c19bf8764f8523e3c69fcc2457304","10","No"
"0xf41053fa05cdedb18073ea439aaad843d2d0d7c2","1956.93435424181","No"
"0xecebe19532377f2b42dfa14cc9b4f14cd851f31b","129.953825290156","No"
"0xd050510d96e209bd96580a07aee92356387abed6","1318.70370543273","No"
"0x984f2f05a3fab1f62dd0f51bc1eeb6d435bf2b0a","0.281762470343748","No"
"0xcf6ea2e20448d1dafe028405f5c0216cd4817bd3","1771.47519205436","No"
"0xa6585b22c2c7c92e80c33bb6620e2869bad08cf5","2.87251463869468","No"
"0x5225016d28957ca25c6a1d214ce9d30b042f74ae","12120","No"
"0xa324b6adb33cc8b4c7796a86314babc8e96cf942","6.8476206026951E-05","No"
"0x3d2110d121b7194238b9cb32628f550afca4caf7","3.6216929239439E-05","No"
"0xf733d24a8979899223ddb210273aa5c53650f124","138.159124359031","No"
"0x356da2fedae2e6eb17ed5e65c110f37dae1305ae","102.633747408859","No"
"0xf1afb68dfdccd5a102f1148cda1e042de7fcf6f9","22","No"
"0x174d123ce1ef00eebf1026fbf061a7a58a928def","1448.49342390064","No"
"0x3ba23b44ee739aad50d09995ab6f6c0a627db1a0","10.5","No"
"0x8d24085fd1eb367488fad43a317b7955fa48766a","0.0999999999999815","No"
"0xdf8e892f416b35eae4eb1f7ecccb4390ebc32c5f","351.957726415361","No"
"0xed74766f2a6a7c380e5d417fff5ba4568c579bcf","3017.90562212546","No"
"0x8da3675c0960c2eaa06937460ed92798989542f2","5508.30370903468","No"
"0x787ba1cb0b8945632595d53584eea060f87c3d72","972.043517530747","No"
"0x9f9633a5f49dfc29410f15dde50c9da17e40d75b","50","No"
"0x868cc9a8ae7f10a5208d4e74fcf077eb93ed6c5f","90.37862","No"
"0x6a723eb3af0a474f8096aa46c4c67c6c1dbba8f6","660.4049","No"
"0x24234956046ac86b3c7bd1e3648b05442ec005b5","2216.88077496","No"
"0x5bf8c62c809dde291e160020cf3066bfbbae9a02","0.495773010357505","No"
"0x9a8562bf8f9f769d7efc7bbfd7880dcef05e62c3","400","No"
"0xb36877ce46d5ad457c26483a59732fcef31576ff","338.207272238469","No"
"0xb43c1e85863b1d0e01890b5888b13b2767a21ace","77","No"
"0x748f6a57b4faa4efa9c04ce96ec44d9178019779","0.0008821071574498","No"
"0xc3b6a7e19bbee0c7d9a212b5ad16e8bbc9f39540","351.484468550595","No"
"0xf24f94a3c3b5d7cb54583116531c2465564e98be","22.6165572499346","No"
"0x40b591ae1ea742ae251d92bc4359bb2409405a1d","1","No"
"0x2c1cc9ec0b727b08db1a468445ef84da16cd80c7","10399998","No"
"0x7b3b5443c718dd7b289c170473411641822f0b7a","8.0235526996913E-05","No"
"0xee35a1ae8da3adc07edbc0a7a20d9942470dca2e","0.00132420109041906","No"
"0x5b59d82fc3a4f5c2d1235d55b215673fe44521e7","152.560448081193","No"
"0xfae185533169871f9d6be39f13cc73ce6bb2e1a7","640.615245643412","No"
"0x2184d6a4fbd26584eb4ff90a215c1db334209053","2.15541401273885","No"
"0xcc55c0cb54c8717a7c85908dd0aa9fd3e1b34ac6","25.961","No"
"0x08d8732afffff1a852a90589e7b0477ca0b7aa18","1023.16603944763","No"
"0x307c2908e197ab2a61adbd40b7301afdfe881e2d","106.666426297812","No"
"0xdf5d63b80d939dedeb9c84b45b1d14a17c97802d","995.378281499903","No"
"0x1101d165d4d235848b710118b2549cf39ffd9c75","6210","No"
"0xaf86a2fcc78cee6b5f13cb1e193a2d7795e97ae1","50","No"
"0xd72dfebf190aad3b46936c9815ca849d59a81049","359.152049914402","No"
"0x9a71bd7062b352d33600bce58b2ee18da2c0d6e7","1052.66211682143","No"
"0x4e5abadde9cca37c5fe41d4ac03a0f120cea8c20","925.064","No"
"0xfe8b82b218126d68f9282a912da5cf699ffff7e4","0.655192130114523","No"
"0x3c2fe95b4c1ae9b09a2b73deb1c78d61bf347c06","4.130600541421E-06","No"
"0xc64d569611ea0560a88fd3056582e37b92a8ca83","20000","No"
"0x64e2d5d97294ea78871dae84b94ed2377516dab9","142","No"
"0x6e700371b677a337a6ca42630554e27d49828714","46","No"
"0xcf6751877cf4ea5aac222a4e4f360313841287f7","15604.6938514304","No"
"0x3d91d8d81656d064a6652d6bb524f1952e9e8a58","104.458510049632","No"
"0x655aa956f1b3d18141da31c81d6f2b998d729268","110","No"
"0xf977814e90da44bfa03b6295a0616a897441acec","40471132","No"
"0x81c916ea05bc8e3b9cc5c5c85b5650c86961c412","0.589205","No"
"0x1eeaef5ac3bfab1e6882742ef2eb2b6a5b44fcc2","174.340838699157","No"
"0x79cf1884f6862d5e07204f318e36568c597e9647","0.000729968845986257","No"
"0xa4207cf499088b0425cdacddd94a33dc20c3d0cc","527.99120024581","No"
"0xe147e08dc262319632f4ba74b029fbbf5aecfaf9","572","No"
"0xf6081a6af8ceb67d52ae4287edfe324a9bc783df","7.5291923588705E-05","No"
"0xfd8125be77df2d5bd24de243c7ddc48d1b94daf9","328.025685450882","No"
"0x06f135902e1f8081d07d8f55b79a82868b76cfcb","102.812707153004","No"
"0x70b1f26c5fb0d56e3f1d532d007d5104c5c0ef49","190","No"
"0x204adcdb9e19a2b7088ce8792ba181ad46a4f2dc","100","No"
"0xe4e6570c098b4c0e780e94fa10e1b3b23f5e28a8","1.2E-16","No"
"0x5c6b7b6908f4a1bf2d7ba7d9adede6d420cb3e2c","9","No"
"0x71454c0044c72a9164a55c525540609649f55586","3000","No"
"0x2ab2ee53d8edfaca8a69f90fd6d3d58ec41189dc","39.3","No"
"0x2fbc3ef1906d098cbb34fca099095f9788570327","1.0055","No"
"0x21934552fd37a14296100f74441d67f98bb72d17","10.3","No"
"0x1a3d70ddd733dec536fe7995077e62f5d8a3b8d4","1100.9879","No"
"0x1f08791973a9302919d2f9d50915c4812900c184","644","No"
"0x0820a8b129c882e3eca81342a67571bc080441dd","50","No"
"0x7e763743630e37ed73611dab2f0edb6f5199aa0b","500","No"
"0x4df660510614faa5adc44bf836c020a7ea921418","20","No"
"0xf26b9107b302d043c380861fd11af0596e141dc1","434.1042","No"
"0x1d748a0f6cb07b4b61255e50e344e297a3176ce0","54.8283728794705","No"
"0xfaffc8785fb2ca4590ead310a6185a78e277bcdd","9.191E-15","No"
"0x2badf6d1cc22780ce457f522931efa9ee819cf32","45.90763253","No"
"0xdc299c288a478644d6eff635addf26369b98af78","47.8950605681618","No"
"0x8720bce2680474a90842c206773e15bed2ad320a","0.978695394622942","No"
"0x7a101330cdf02d464f657be220dfeb129e81a556","5","No"
"0x2f21b9224ad9b63d8edb207755c1e1c0eb8d986c","1700.91443394055","No"
"0xf2eebbb3da316c0d5e60b506f2bb6dbca97270b1","5.9E-07","No"
"0x7356bc1cebcccf7b201c415c2026d3b34825fba7","115.088985968175","No"
"0x95e614a834c7ee3fc85799a1f259ca0e9120a98b","0.000633188259462901","No"
"0x7cbcdd33f310c2e34437839fd92b0b2abd93be53","6699.69831921708","No"
"0x4e36d25114edb822900baf3bee7792bd70b92202","100","No"
"0x0d854c2cfc1a27d1d8cdb32a76b1b460ab2f4595","1","No"
"0x3f5d791107f2b9b654cfd703f1b1b47a69eee2d8","25801.6355380724","No"
"0x202b95180dc3123045b027207b9d6889dfb029a8","9.34128661817835","No"
"0x14447aa330d74f225cdfc047d295c678539580f0","15","No"
"0x31d447ccf5ed1905287ca964b72f5fef01682944","0.0005","No"
"0x13d8d15cc2dbb202bb9a65a843ff654661c0a008","106","No"
"0x8a6fddf514350977d68dec643ac8f4463b306027","1010.5189962948","No"
"0x630dc947d749e7b3d0e404f186c0b4d0edd7e68c","119","No"
"0x2fd77d920160dc2cf56438ebbedab3e6e00e2f8e","60.317262217691","No"
"0x34c2521bcf59831f63e60f70dbc1c62c38f8fcec","11.914","No"
"0x2ef86eeb28273d848d681175ce878dc043c56ba4","175.44217988448","No"
"0xf506fd14837a03c16efec684262dba49d85d6a5d","87.7","No"
"0x6b95e8052ea120ec843988aaddda418dc19fe197","1052.33328471547","No"
"0xe610a18e36455f3bd3f3b21166174503fb5f62e6","2819.9","No"
"0xa57ebb75e47c7288126ae323d51afda1cd301001","100","No"
"0x9f5d9cc712d19434948779e0ccd7a874c94d4d92","17.972","No"
"0x7dae1795efe318cbbf1dfb56da60896404383c14","1645.93854251392","No"
"0xc98926661b4b1e2e1ab0bad4ca225cba6be77292","326.139439621635","No"
"0x207cb5bb4e406e5eda29768e754c5c5c744f9b30","7.9308743240041E-05","No"
"0x004841be1ba57650b319019d422b88983496dfca","40","No"
"0x334f371d742e0b728365bdd332b72c97bfd3b07d","603.36400817557","No"
"0x48794a4c5c5b97a3abe6aa7e1af72e12b076622b","180.308662744607","No"
"0x75fe8920d61c42200de86d28092be075614a6fbf","1516.80159184914","No"
"0x7409c7613aed1af59db334f163e6e536aadfe9e4","505","No"
"0x4a021d66eab64b5cd1d52ab2d980fbf58bc01742","233.198248650166","No"
"0xe7510f72ff8f3f84c18ae56a9b2e5c140b3d27cd","111.2897","No"
"0xd25d5957020ac740532c92796fd66a5ad1d1fc38","102.0388","No"
"0x6eff3372fa352b239bb24ff91b423a572347000d","37.1534","No"
"0x75a9dded3d4bdac69cd7b36a8f3e768aef1a66e7","2056.61229217488","No"
"0x1d51a0c6a4c55c04cc02578f703a039844debc05","86576.614697411","No"
"0x01b6407dc15c313cebe082a7577e2f1c61abc802","25","No"
"0xeb5b05985ca1c9db83b2dfb775476af561842e96","7.4859833878418E-05","No"
"0xc70b1af3849e0f4c3d32088bc6c8b9b6af255331","100","No"
"0x12792e359fe09328451013b55554c5db492abcbe","10","No"
"0x1087185b3bb7a87b8e535f020c96275557e560af","129.86","No"
"0x433aebdae47c914024ef8a07e986c13ef29bb66c","6.04E-15","No"
"0x5af67a8fa72787bb48c4574bb241cd5d9c04bbee","40.194819404427","No"
"0x20961ed8c97b1c9900e105f2a14f9100f8a5a40c","10.90076848","No"
"0xa679236f3d36d710508f132b85b792aa61dd19f8","10.6793","No"
"0x03fe8b9fd08c4a82b9e8437cc04f917f3f8ac459","1063.3256","No"
"0x9b734912a02252aa53a538a373aed9dba462120f","1688.68964151882","No"
"0x2369602aa298203d511cca3285063c238a028430","263.10001023187","No"
"0x760c94361880477c0689bf9445c8a450fc8b9f08","66.00546","No"
"0x946a7f01faac21d2e9a81e1e9b4bb4aecb0cedd9","9.5142E-14","No"
"0xba47bec7a143f064fac6b6738111abddb74f661b","10","No"
"0xdf82793d1d594ad05205e956de2094aaf0b3ca45","10.1075","No"
"0x3b22973fa350298c05478122471f2b922b163950","1.37716981516427","No"
"0xd38bf6539bf8677c7896f8af8c94a9433cdb77cc","59.095097130112","No"
"0x8e09489e512ce90326db66b3fb35a66bb69d9a93","0.0927","No"
"0x467da71e4104906ae5f95d14a9cf3548f5cb3b37","5.11010743916144","No"
"0xfec82a97a37f0357745e6aa49fa46ba7d26f6c27","10806.8049069427","No"
"0xeca807ff4f9872c252163522985774692193ff07","6.96060093481094","No"
"0x8dc6e9c2d326fbcccab37bd7e97d3053eb35ddff","2.699856E-12","No"
"0x36cbee1814913b39ee9829c3dcbeffd1c937b62f","105.872","No"
"0x345b47bfa3d61b8826a1fb4ac6f4c18cd15a6079","50","No"
"0x8bc337e467cec1e7b05e54c7d1f90814a78d259e","3045.82783417426","No"
"0xad5685e5177167820292eaa7cfd4f8149cee0c13","5000.60476424637","No"
"0x3822d499d1b13b58b4c532df635ea869fdd8c41c","405.262587174317","No"
"0x59a5208b32e627891c389ebafc644145224006e8","17.26445505","No"
"0xf35a6bd6e0459a4b53a27862c51a2a7292b383d1","1169947.94","No"
"0xe88014220dd559fdd95c8192e93a058257e46d91","2131.00592201927","No"
"0xeeca316007e4a888a273037a55a92fa68fb6bf1f","367.381711505223","No"
"0x4ace65dee80e51b4c05e5d6cf2d5333f7b4fbc61","28.6603","No"
"0x62ab2aed3e1b8df2f957af1d7e993299ae085ccb","20.968","No"
"0x8d6ee56fcc1e4f87d149e5607c05c1209b37ee20","575.90438211588","No"
"0x4cccf3ff130ded54459e67b0e69d07a054813cd7","1151.04642540443","No"
"0xec9c638c6e14ef77c02cfc35d579b73b1dbe9335","312.783","No"
"0x6932eaeb0478839c8898c885fd6ae16ef81eb0a5","2000","No"
"0x5b35277895d4c827f42e88d153b9fe642301bed3","64.45297548501","No"
"0x32dd1067974be933e7fe4660c645a94a1ab7a3c7","49.0253603534786","No"
"0x6f73ae14657ca017e7220ef7a730f2467c5ddd44","295.993082009529","No"
"0xd86b9ecf11a9a4ce3125972c600ebab972b67ef8","413.376577315126","No"
"0xb66b58e836568543f45d86dab458df7a71ee35db","600","No"
"0xdd9230c89ae2b1c6b89dc69499aea1692f270896","20","No"
"0x127152e3eb5b9f93302a05042a41706307ee0f5d","3.812E-15","No"
"0x2c4373c43f9ebb0319fe0b9b636e21d13b6d3d89","2010.2719704395","No"
"0x4cd7c89ce9ff950444b8a5adb3813c289b2b073a","809","No"
"0x7652473ec398386150d608ec4336abf8015f87e6","1000","No"
"0x4600114d958c43ee4bbad6ade2a59bb9aa18de1c","1","No"
"0xdea2bb91233981a26260161ec6edf12996fb52bc","294.768980128512","No"
"0xfabb6ca288ab4a235885974b21475baa62443234","294.7685","No"
"0x06e72b84ed8e68e1212c931e289e05259402f79c","251.738","No"
"0x181f7c30743622eefe9c91e2a5bbd07f40404719","150","No"
"0x809132553a3bf5a858e19cd15dfcb02a0258ca53","0.2","No"
"0x5a3f6bb0d5e095f170d82b76f43a01753149dc38","2500","No"
"0x018048f67bb7ee76095103b044893679cf3c137c","260","No"
"0xd2489771e4a0179eb9822c36a32fbea0b6cb6c3b","200","No"
"0x16c54f7e008cc5e03958ee08e230236d93af44bc","120.817820863693","No"
"0xa0cc353209c39211241b7cf3793e2744a9106fa7","121.696103841206","No"
"0x40c3a8dc5b206aebd1ddab570f356fbdc26d5efb","0.00698544765369645","No"
"0x1588dd75d2d2cc1dbd04b9f4e29a32dc559e80e0","100","No"
"0x05238b0a760666b2ff6e2500baaf69dab60a32ba","1","No"
"0x63d4d53c0725069f43050e27d7788e30ecaefe4e","0.49223","No"
"0xc0f3333e7797f741e862872c007f28ac260fb9dd","89","No"
"0xaebb6fbba98ef8b74a786668a726ccba61529c0c","100","No"
"0xe8282aab94b96bffcf4fe6bff20181ec02f4c620","1999.40070052329","No"
"0xdc495516ddc20877e55e6e05162a990e9057fc66","3.31300550461179","No"
"0x9d4b7bcb8a6d30abee6354e711046c4a3cf033a5","100","No"
"0x3f72b9004faaac7c804ac06aab4d5e5d7a5125c3","1.082782701479E-05","No"
"0x268babab9e0562d91d462ca62f1d9481555fc99b","9.1469590999674E-05","No"
"0xc435548e91a3441982cbd0e9a566112b7d645693","188.8","No"
"0x586bce379673a80eb02faa561054f9b097816a38","6.9824922346448E-05","No"
"0xb1022d0f6bbee41d5b1367323a06ad45eb196f1d","267.43","No"
"0x588ebc6aac2ddbfc633edc189dac5702f9cafc6a","1554","No"
"0xf4f01b1a3343e4570bef2fba2dd16abb6066841e","438.684408852996","No"
"0xdb8239dbc67300088c5f1064fe96a47a096ebf54","300","No"
"0xcc1addfc0e945a3f343dfb109ce2bcb6cb470b39","1014.31337832783","No"
"0x8e8125bfa265a9dd7599040f83582b17f181993e","915.070404560747","No"
"0x7718c6bff300df748c0f8b710d9de7ca625ab669","405.289174795255","No"
"0xdbace5addc9a8bf9fb58ac5a433d2e8449a95cf8","0.00415830431998257","No"
"0x295a9a1dfc002a582a98e6b4b695ffddd842acad","667","No"
"0xd81d665edeee5762fcbc4802520910ed509da22a","52857.7285545816","No"
"0x0d620a359ffc439a6e676cf7e22382382541bd1b","1947.6184","No"
"0x915502f404b71e37ec3b27b39aaf496b93a1b4d7","213.775","No"
"0x58c7eeaf26ef4165cf9cabf4ec80a9d0da668d0b","11.282237","No"
"0x23e72839ce9dcac7c8d416c90db5f9f1c9cbe3a7","1","No"
"0x8e6772f95187292e7491d68084c1cb4484fe0b1b","94.11584","No"
"0xa41cfe6d26db4c46c6d7d393e24b39a664c6306d","682.521080001","No"
"0xc5cf84deb3b2d744aead6e07ad9e6d7344641670","1513.61047180556","No"
"0xee5858a22469c84bfc4b4317ad24cae6633bf0ba","11.8930954781811","No"
"0x8e17502801ef869d5532f7143798534d9b838946","50.9504","No"
"0xcc66b7f749fb0f0ab60d77d65e470b3f368fcb17","291.926669864472","No"
"0x7d08f62a9443e26c2085bdc9b09c0d2e7066c879","3219.27290112332","No"
"0x2c2c6f49ddf86af83b066d95386e1965e1b00554","0.7","No"
"0x9ebb3a53f8adeac781b9d8be945b96f0b121c2af","92.8","No"
"0xd0b549789867a223a39df7346118a7eb6fe9e86f","11","No"
"0x111e4d0075acd071c887f1fafda2e8167b5140d2","306.8818","No"
"0x3c94f46da61d6967ec38999d7fb5d35c0d6ddca0","11.852","No"
"0x70f3332a8f7991ee420ac7f2b7bfc194a12daf9a","327.334435535985","No"
"0x54711242501796de6b599c902b7a28a0a3f333fc","2687.30318211734","No"
"0xbb20bade73882ecde920ee3a78227a79dde3ca53","2162.6812203643","No"
"0x52f448d5411d19d788a30c826341cc38eb05d184","0.987605242373474","No"
"0x3b8b1954ca184b22c73e16396ba4319adf223899","1198.291","No"
"0xbac780a01d8b6aa0d21a3119874b0dc14dbc01b9","0.00064885692345199","No"
"0xbd4e61d4e81836bf370b4bb8dbca600188a1473b","0.289958161629275","No"
"0x75fff39936c2b3dc9ee9b1dddcc97785569ca818","0.13185353033037","No"
"0x2468aed93f6ef018cb33fbc64e9b3829fc3abec3","10","No"
"0x4568f861fbe475df384edc8a0295840da332acd8","0.475813180489585","No"
"0x406f25151d5a9a019ead19a5dac74f38316056cf","6960.39211657498","No"
"0x31e9ab7ea11c839a931b3809ba7234c282233fc4","161","No"
"0x55ed1422f656937b93d7bc41554c166b67deb1c5","3913.0876958365","No"
"0x04f121d318c58c5a9b2f1f5c14e3d79f60561930","20","No"
"0xc70f4a0761b732f50746f26ee491e071687324fb","37.0863538117853","No"
"0x214979a32249b59986b3beaf59813c620b5d8e26","200","No"
"0x69c76d090b27bf68d6e67ad4f78ee086d4eb3ca4","116.20993136703","No"
"0xebf0a8bd27ec3fc31196e66d5fc25a1494116930","1.485","No"
"0xacd04362b1c832e970b189d05274253f4f58cf97","13","No"
"0x9fd4ef3d36e51e1a2ab4a59bd343d03d6a5a0091","54.5176056164964","No"
"0xc25525177970f9eddd2c79bd8871f02b1a8ae348","194.60986163162","No"
"0xa2590340c79dda673fb0ef07e6e75f2fb6a9caf2","1427.19866330328","No"
"0x4460f5c8881ff8e7d7cb4971f351b2976fb98234","13","No"
"0x6283a44c23e1670e9648bdb261b8353f96d58d26","51.4892146769661","No"
"0x76bf6a1d385a35257db63534ffab1d1e39390bf4","105.881","No"
"0xa500e5339179a6238022d54a42a9682d9ec2ccc5","10","No"
"0x866c23701efddb1a70b9c2293e160d17ef1ee2c2","314.07896780238","No"
"0x0902e3fc0771713ab778524a0b14e84c343b3b35","75","No"
"0xabc3a6d1dca76e18ab5edaa2623e7664b6b318df","1021.7454074235","No"
"0x7557fa1ba9b6d4cbcce98cbd4bc8629dd49646b4","0.0030109","No"
"0x2099baee282b8374001f2b070c122dda6bcb629f","0.58427961393849","No"
"0xf65a4d1ed82cbcdbce78dd1e84c07b0feb5150cd","333.458633395551","No"
"0xe9b83b339b28aef8868aeb84e7fe4862ad3db173","4224.03607358029","No"
"0xa8acdcbddc6278a7dea7db1dabb8123b5e3a25af","1304.80236121421","No"
"0xa57930732f6deb41164788b28bd62e2e3bd99c19","3928.88769213377","No"
"0xa699d8b54e7ea88d438b7ab59ca8daae7ff0ddc7","1351","No"
"0xf6c13673324687c389b2924c25f1f640c4a9fbed","286.023395798965","No"
"0x4e578c2108918a84012db741a8a0e10af71a20fa","1951.63251973741","No"
"0x5bd68b4d6f90bcc9f3a9456791c0db5a43df676d","1.81755078421336","No"
"0x927e6a8fc5d416228e0131751c3c4310eba58b8c","0.000877958901590958","No"
"0x7ff914081c75eef476b403d14d03dde80719efb7","347.545821953625","No"
"0x4262fcacf9517e2721b8476d3e0e07f8554b93b3","1180.82648720961","No"
"0xae00f8d9ad23f5602bd2a9847db3c09521c7df79","768.679914037803","No"
"0x7604ddc680e9de284e70d292a4c22dc94d73b86f","391.656655596189","No"
"0x9149f5bd4499a06f391424947d1c80b3f2512246","386.060175698394","No"
"0x99bde3191847129500433e5283e2f16664d28974","192.414720468466","No"
"0x43889f816d3e50c8805a794a9e5c5eb002bcd6a7","106.868903385802","No"
